,ticker,activity_domain,market_cap,net_revenue,net_income,earnings_per_share,forward_earnings_per_share,price_earnings_ratio,forward_price_earnings_ratio,projected_earnings_growth,free_cash_flow,return_on_equity,dividend_payout_ratio,year_over_year_revenue_growth,price_to_free_cash_flow,stock_price,debt_to_equity_ratio,return_on_assets,return_on_investments,revenue_per_employee,price_to_earnings_growth,price_to_book_ratio
179,ES,Utilities,23456135168,"[12289336000.0, 9863085000.0, 8904430000.0, 8526470000.0]","[1404875000.0, 1220527000.0, 1205167000.0, 909053000.0]","[4.17, 4.05, 3.55, 3.56, 2.83]",4.65,16.124699,14.460215,1.115107913669065,-1,[-1],0.77889997,"[-19.742734676633464, -9.719626262979585, -4.244628797126823, 48.600414849286985]",-1.0,68.12,"[1.4825690398818392, 1.3848802768029576, 1.277663787406409, 1.232831543704613]","[0.02639209556855135, 0.02516958210798021, 0.02614267916175755, 0.022105215420273095]","[0.5525374146342231, 0.6435206470389742, 0.7706853992940094, 0.6882786692237745]","[1228933.6, 986308.5, 890443.0, 852647.0]",2.33,1.489192
180,EXC,Utilities,39703195648,"[19078000000.0, 17938000000.0, 33039000000.0, 34438000000.0]","[2170000000.0, 1706000000.0, 1963000000.0, 2936000000.0]","[2.26, 2.2, 1.74, 2.01, 3.02]",2.51,17.663715,15.904382,1.1106194690265487,-3470500096,[-1],0.65260005,"[-5.975469126742845, 84.18441297803545, 4.234389660704017, -42.23822298623613]",-11.606409554180862,40.5,"[1.6185741998060135, 1.0042741255488035, 1.2070891514500537, 1.1730076961271103]","[0.02275849772939412, 0.012825814018178673, 0.015179752082092842, 0.023492322587356073]","[9.35344827586207, 6.824, 0.13170960815888352, 0.21502856305844442]","[1000786.86460683, 940985.1544877512, 1733147.9830037246, 1806536.2220007344]",2.72,1.5841898
181,EXPE,Consumer Cyclical,15285018624,"[11667000000.0, 8598000000.0, 5199000000.0, 12067000000.0]","[352000000.0, 12000000.0, -2612000000.0, 565000000.0]","[1.96, 2.24, -1.8, -19.0, 3.84]",11.72,52.64796,8.804607,5.979591836734694,2289250048,[-1],0.0,"[-26.30496271535099, -39.5324494068388, 132.1023273706482, 1.5994012099113286]",6.146309745819431,98.67,"[2.8699080157687256, 4.282936315021876, 3.447472353870458, 1.3788757247290144]","[0.016325773387134177, 0.0005568962316688324, -0.13975387907972178, 0.026382144191258873]","[0.2972972972972973, 0.008275862068965517, -3.892697466467958, 0.7097989949748744]","[707090.9090909091, 521090.9090909091, 315090.9090909091, 731333.3333333334]",0.35,8.47139
182,EXPD,Industrials,18909538304,"[17071284000.0, 16523517000.0, 10116481000.0, 8175426000.0]","[1357399000.0, 1415492000.0, 696140000.0, 590395000.0]","[7.66, 8.33, 8.37, 4.14, 3.45]",5.17,16.156658,23.938105,0.674934725848564,1994045568,[-1],0.1749,"[-3.208704160741512, -38.77525589739763, -19.187057238579307, 83.47147326634722]",9.534340069805266,124.43,"[0.16670787753523209, 0.1338302771327823, 0.16475519027596622, 0.17845512676831457]","[0.24280744571888335, 0.1860059403970786, 0.14127642337305527, 0.15991699630865974]",[-1],"[857853.4673366834, 830327.487437186, 508365.87939698494, 410825.4271356784]",-1.25,6.0051436
183,EXR,Real Estate,27455770624,"[1924170000.0, 1577362000.0, 1356212000.0, 1308454000.0]","[860688000.0, 827649000.0, 481779000.0, 419967000.0]","[6.35, 6.41, 6.2, 3.71, 3.27]",6.41,19.795275,19.609983,1.0094488188976378,-1,[-1],0.96379995,"[-18.023771288399672, -14.020243926251553, -3.521425853775074, 57.87761984754527]",-1.0,139.45,"[2.319457589389118, 1.9865589431207356, 2.3588341060978992, 2.095019962904942]","[0.07073687864794767, 0.07901578284051795, 0.05127573370705869, 0.049220398957992594]","[0.5975087142241269, 0.7034762896797571, 0.4860298167775363, 1.2423074420063067]","[402461.82806944154, 329923.0286550931, 283667.0152687722, 273677.8916544656]",3.95,5.214469
184,XOM,Energy,434296913920,"[398675000000.0, 285640000000.0, 181502000000.0, 264938000000.0]","[55740000000.0, 23040000000.0, -22440000000.0, 14340000000.0]","[14.77, 13.26, 5.39, -5.25, 3.36]",8.71,7.27285,12.332951,0.5897088693297224,34878001152,[-1],0.2888,"[-28.35266821345708, -36.457779022545864, 45.969741380260274, 38.89174261751806]",12.417111462211356,107.12,"[0.21119308481458504, 0.28298047776387053, 0.43041679923639836, 0.24482128880772241]","[0.151029487870766, 0.06798004266455802, -0.06743801652892562, 0.03954803818012835]","[1.1194344586588476, 0.5097909060736807, -0.5156842468114443, 0.33222129552404783]","[6430241.935483871, 4607096.774193549, 2927451.6129032257, 4273193.548387097]",-1.08,2.1604118
185,FDS,Financial Services,16174277632,"[1843892000.0, 1591445000.0, 1494111000.0, 1435351000.0]","[396917000.0, 399590000.0, 372938000.0, 352790000.0]","[13.04, 10.48, 10.56, 9.83, 9.25]",16.62,32.368866,25.39651,1.2745398773006136,471546368,[-1],0.28030002,"[-13.69098623997501, -6.116076898667563, -3.932773401708441, 42.75309662932621]",35.02781147494704,431.04,"[1.6675812373066707, 0.8523101717611893, 0.9749579979758866, 0.8541002237242955]","[0.09887564597109587, 0.17976495908175416, 0.17900554289455445, 0.22780515649779678]",[-1],"[152741.21935056327, 131829.44002650763, 123766.65009940357, 118899.18820410868]",2.17,9.663233
186,FICO,Technology,21019697152,"[1377270000.0, 1316536000.0, 1294562000.0, 1160083000.0]","[373541000.0, 392084000.0, 236411000.0, 192124000.0]","[14.69, 14.34, 13.65, 8.13, 6.63]",23.73,57.251194,35.441216,1.6153846153846154,360812000,[-1],0.0,"[-4.409738105091957, -1.6690770324548663, -10.387992232121752, 26.93678228195741]",59.237495587729896,855.18,"[-2.360331792500003, -11.832200609327396, 2.7414416972230446, 2.8463903757156612]","[0.2590375816381583, 0.2500892984712102, 0.14718286183882856, 0.13402927765778738]","[14.563001949317739, 11.81118207012893, 8.896662025364092, 8.786828264349417]","[400718.6499854524, 383048.00698283385, 376654.64067500725, 337527.7858597614]",2.4,-1.0
187,FAST,Industrials,32040355840,"[6980600000.0, 6010900000.0, 5647300000.0, 5333700000.0]","[1086900000.0, 925000000.0, 859100000.0, 790900000.0]","[1.96, 1.89, 1.61, 1.5, 1.38]",2.12,28.612246,26.452833,1.0816326530612246,875825024,[-1],0.6735,"[-13.891356043893074, -6.04901096341646, -5.553096169851079, 35.744421171044486]",37.124493687360086,56.91,"[0.2535723318158826, 0.20932220103872198, 0.23785306600321968, 0.22156362545018007]","[0.23895264476981928, 0.21516631774831357, 0.21668726511463668, 0.20813705623832207]",[-1],"[338354.90281615045, 291352.8185739906, 273728.854636227, 258528.4280936455]",4.54,9.476174
188,FRT,Real Estate,8496201216,"[1074378000.0, 951224000.0, 835494000.0, 935788000.0]","[385491000.0, 261498000.0, 131706000.0, 353866000.0]","[4.73, 4.71, 3.26, 1.62, 4.61]",2.86,21.864693,36.16084,0.6046511627906976,529776640,[-1],0.91120005,"[-11.462818486603412, -12.166429778895402, 12.004155625294736, 18.874787879305995]",15.791420138872109,102.63,"[1.5148198450107853, 1.6245201700998448, 1.8001551849171948, 1.3813857780866559]","[0.046817029554683746, 0.03430687769602955, 0.017312369801662123, 0.05207747117288733]","[2.654805275300437, 20.073539571658863, 5.952006507592191, 12.371206824220389]","[3421585.9872611463, 3029375.796178344, 2660808.9171974524, 2980216.560509554]",5.42,3.0757792
189,FDX,Industrials,66062184448,"[90155000000.0, 93512000000.0, 83959000000.0, 69217000000.0]","[3972000000.0, 3826000000.0, 5231000000.0, 1286000000.0]","[15.47, 15.6, 14.54, 19.79, 4.92]",19.72,17.000647,13.336715,1.2747252747252746,2802125056,[-1],0.2972,"[3.723587155454495, -10.215801180597142, -17.558570254528995, 30.249793848332057]",23.622357684010517,263.52,"[1.4693345599509353, 1.4913990135931674, 1.5086891757696128, 1.9743645804864718]","[0.045597520376535416, 0.044491476149498804, 0.06319388235862619, 0.017487795259529218]",[-1],"[274862.8048780488, 285097.56097560975, 255972.56097560975, 211027.43902439025]",3.78,2.5322793
190,FITB,Financial Services,19383797760,"[8295000000.0, 7799000000.0, 7491000000.0, 8203000000.0]","[2446000000.0, 2770000000.0, 1427000000.0, 2512000000.0]","[3.5, 3.38, 3.78, 1.84, 3.38]",3.15,8.134286,9.0380945,0.9,-1,[-1],0.3771,"[-5.979505726341169, -3.9492242595204514, 9.504739020157523, 0.07314319151529929]",-1.0,28.48,"[1.0706989092168293, 0.5763619990995047, 0.6994504781272987, 0.7537140970617365]","[0.011790679289667007, 0.01312074878265977, 0.006971858510846199, 0.01483152170704202]","[0.04036969796996204, 0.03764712278126614, 0.019875759095214218, 0.06464896026353717]","[431469.4408322497, 405669.70091027307, 389648.8946684005, 426684.00520156045]",1.83,1.2351946
191,FE,Utilities,20793982976,"[12459000000.0, 11132000000.0, 10790000000.0, 11035000000.0]","[406000000.0, 1283000000.0, 1079000000.0, 912000000.0]","[0.71, 0.71, 2.35, 1.99, 1.7]",2.68,51.126762,13.544776,3.774647887323944,-1284625024,[-1],1.95,"[-10.650935067019825, -3.072224218469278, 2.2706209453197403, 15.07023456275487]",-16.40085174439199,36.78,"[2.130041314184537, 2.7497406340057635, 3.3822025701257425, 3.0104659498207886]","[0.008805413377288107, 0.028240007043493574, 0.024266822598056854, 0.021559774000614644]","[0.6527331189710611, 1.9587786259541984, 1.7834710743801654, 1.6028119507908611]","[1010052.6955816782, 902472.6388325902, 874746.6558573166, 894608.8366436968]",2.16,1.98036
192,FI,Technology,77052633088,"[17737000000.0, 16226000000.0, 14852000000.0, 10187000000.0]","[2530000000.0, 1334000000.0, 958000000.0, 893000000.0]","[3.7, 3.94, 2.01, 1.42, 1.74]",8.52,33.735134,14.650234,2.3027027027027023,1066750016,[-1],0.0,"[-8.518915261881942, -8.467891039073093, -31.40991112308107, 81.13282387356435]",72.43952814047111,125.18,"[0.6947580121967043, 0.6861269061773068, 0.6397772966285185, 0.6640286242760545]","[0.030166092358320715, 0.017495311413920182, 0.012838553183505541, 0.011516785101690762]","[1.0528506034124012, 0.5208902772354549, 0.34760522496371554, 0.32830882352941176]","[432609.756097561, 395756.0975609756, 362243.9024390244, 248463.41463414635]",1.19,2.5429358
193,FLT,Technology,18142539776,"[3427129000.0, 2833736000.0, 2388855000.0, 2648848000.0]","[954327000.0, 839497000.0, 704216000.0, 895073000.0]","[12.23, 12.62, 10.23, 8.38, 10.36]",19.76,20.09158,12.435223,1.615699100572363,837708992,[-1],0.0,"[-17.314580221520696, -15.69945118387881, 10.883582301981493, 33.61359322996261]",21.77014640425395,247.0,"[2.7688032192101257, 2.0852957182426444, 1.2912346654403888, 1.3570328934889817]","[0.06771551913762543, 0.06280628460109337, 0.06290687662305121, 0.07332104206998484]","[12.847524939082673, 16.139207167025532, 94.14652406417112, 29.404500657030223]","[346174.64646464644, 286235.9595959596, 241298.48484848486, 267560.404040404]",1.16,6.2942185
194,FMC,Basic Materials,11449241600,"[5802300000.0, 5045200000.0, 4642100000.0, 4609800000.0]","[736500000.0, 736500000.0, 551500000.0, 477400000.0]","[6.46, 5.83, 5.76, 4.26, 3.64]",7.73,14.162539,11.835705,1.196594427244582,47937500,[-1],0.3437,"[-13.048273960326078, -7.989772456988821, -0.695805777557571, 16.2306418499718]",237.53158967405474,90.99,"[0.9626863477314829, 1.0395163668534355, 1.0950338449165606, 1.272272975716405]","[0.06592786873506216, 0.06960392390349011, 0.05414081520458651, 0.04835556635975974]","[50.793103448275865, 80.05434782608695, 177.90322580645162, 682.0]","[879136.3636363636, 764424.2424242424, 703348.4848484849, 698454.5454545454]",2.79,3.4035192
195,F,Consumer Cyclical,51569926144,"[158057000000.0, 136341000000.0, 127144000000.0, 155900000000.0]","[-1981000000.0, 17937000000.0, -1279000000.0, 47000000.0]","[0.73, -0.49, 4.49, -0.32, 0.01]",1.71,17.657534,7.5380116,2.3424657534246576,-895374976,[-1],0.5825,"[-13.739347197530005, -6.745586434014713, 22.6168753539294, 8.928156982681205]",-57.49764442824902,13.1,"[3.248554645946071, 2.8748531503122488, 5.311111111111111, 4.722645773692934]","[-0.007741789248253115, 0.06978427062462311, -0.0047855841293716625, 0.00018179216127672248]","[-0.7080057183702645, 3.9465346534653465, -0.260967149561314, 0.018658197697499008]","[913624.2774566474, 788098.2658959538, 734936.4161849711, 901156.0693641618]",-4.16,1.1811601
196,FTV,Technology,27239616512,"[5825700000.0, 5254700000.0, 4634400000.0, 7320000000.0]","[755200000.0, 608400000.0, 1613300000.0, 738900000.0]","[2.24, 2.12, 1.64, 4.58, 1.99]",3.71,34.54464,20.857141,1.6562499999999998,1040762496,[-1],0.125,"[-9.801397256981993, -11.804670104858507, 57.94924909373381, -18.401636721311476]",26.436575055064242,78.16,"[0.33576016688353266, 0.4355984945648746, 0.494344169027911, 0.885650467036686]","[0.04752495185833134, 0.036949986335064224, 0.10050774070959101, 0.04237054876999828]",[-1],"[323650.0, 291927.77777777775, 257466.66666666666, 406666.6666666667]",3.02,2.7323446
197,FOXA,Communication Services,16218145792,"[13974000000.0, 12909000000.0, 12303000000.0]","[1205000000.0, 2150000000.0, 999000000.0]","[2.15, 2.13, 3.64, 1.63]",3.09,15.376744,10.69903,1.4372093023255814,2488375040,[-1],0.2336,"[-7.621296693860026, -4.694399256332791, 21.2224650247907]",3.563819084248651,32.96,"[0.6355057765235029, 0.7148251371032994, 0.7872003170200119]","[0.05431597926526933, 0.0937799877867923, 0.04593103448275862]","[2.08477508650519, 2.3915461624026695, 1.154913294797688]","[1318301.8867924528, 1217830.1886792453, 1160660.3773584906]",0.98,1.6428145
198,FOX,Communication Services,16215336960,"[13974000000.0, 12909000000.0, 12303000000.0]","[1205000000.0, 2150000000.0, 999000000.0]","[2.14, 2.13, 3.64, 1.63]",2.35,14.523364,13.225533,1.0981308411214954,2488375040,[-1],0.2336,"[-7.621296693860026, -4.694399256332791, 21.2224650247907]",2.9339045862154283,30.99,"[0.6355057765235029, 0.7148251371032994, 0.7872003170200119]","[0.05431597926526933, 0.0937799877867923, 0.04593103448275862]","[2.08477508650519, 2.3915461624026695, 1.154913294797688]","[1318301.8867924528, 1217830.1886792453, 1160660.3773584906]",2.72,1.5444245
199,BEN,Financial Services,14194457600,"[8275300000.0, 8425500000.0, 5566500000.0, 5774500000.0]","[1291900000.0, 1831200000.0, 798900000.0, 1195700000.0]","[1.66, 2.53, 3.58, 1.59, 2.35]",2.61,17.07229,10.858238,1.572289156626506,-465637504,[-1],0.7438,"[1.8150399381291311, -33.93270429054655, 3.7366388215216024, 35.116458637111435]",-30.52694863479038,28.38,"[0.8159325815278964, 0.6761587397758255, 0.4915220722724801, 0.07547569777418867]","[0.04603964277314099, 0.07576835868323926, 0.03950862721243861, 0.08227935205956428]","[0.13528598655412905, 0.24980901451489687, 0.20074377465638113, 0.30979091639246575]","[889817.2043010753, 905967.7419354839, 598548.3870967742, 620913.9784946237]",-3.91,1.1836444
200,FCX,Basic Materials,60929155072,"[22780000000.0, 22845000000.0, 14198000000.0, 14402000000.0]","[3468000000.0, 4306000000.0, 599000000.0, -239000000.0]","[1.47, 2.425175, 2.955388, 0.410837, -0.164714]",1.91,28.918365,22.256544,1.2993197278911564,412750016,[-1],0.4082,"[0.28533801580333623, -37.85073320201357, 1.4368220876179745, 51.971952339952786]",149.49274723032354,43.05,"[0.682738669238187, 0.6759656652360515, 0.9544918419500688, 1.0567864056786405]","[0.06787622570606541, 0.08966723585023531, 0.014213173880030372, -0.005856551250949546]","[13.236641221374045, 18.560344827586206, 2.0305084745762714, -0.7887788778877888]","[889843.75, 892382.8125, 554609.375, 562578.125]",-1.95,3.7519858
201,GRMN,Technology,20301606912,"[4860286000.0, 4982795000.0, 4186573000.0, 3757505000.0]","[973585000.0, 1082200000.0, 992324000.0, 952486000.0]","[5.0, 5.06, 5.63, 5.19, 5.01]",5.73,21.226,18.521814,1.1460000000000001,554849152,[-1],0.5648,"[2.520612984503381, -15.979425202120497, -10.248668779930506, 30.805122654527406]",36.654922741956355,106.32,"[0.01846143183642418, 0.011456031810752713, 0.013770196275785353, 0.010271835003095862]","[0.12592983985606318, 0.13778217048805724, 0.14112805564432437, 0.15445387469252686]","[0.8057077361051342, 0.8530004776550448, 0.8772506464516985, 0.7901333499243037]","[246715.02538071066, 252933.75634517765, 212516.3959390863, 190736.29441624365]",3.67,3.3183253
202,IT,Technology,26629980160,"[5475829000.0, 4733939000.0, 4099444000.0, 4245321000.0]","[807785000.0, 793601000.0, 266738000.0, 233290000.0]","[11.57, 10.08, 9.33, 2.99, 2.6]",11.31,29.11236,29.781607,0.9775280898876405,912533120,[-1],0.0,"[-13.548450837307008, -13.403108912049774, 3.5584581714008046, 35.41117931953791]",29.51604124571391,340.68,"[13.86487589882264, 8.759503905049884, 2.6071982744390274, 3.2949904804318804]","[0.11065948138398429, 0.10700732600139908, 0.03645970519003161, 0.032622068118021715]",[-1],"[272375.09948269, 235472.4930362117, 203911.85833664943, 211167.97652208517]",7.24,45.46841
203,GEN,Technology,12879497216,"[3338000000.0, 2796000000.0, 2551000000.0, 2490000000.0]","[1349000000.0, 836000000.0, 554000000.0, 3887000000.0]","[2.16, 2.2, 1.44, 0.94, 6.32]",2.38,9.305555,8.445378,1.1018518518518516,1531124992,[-1],0.2315,"[-16.23726782504494, -8.762517882689556, -2.391219129753038, 43.654615903614456]",7.7924116132251084,18.62,"[4.463181818181818, -41.17204301075269, -7.386, 432.2]","[0.08459271336301499, 0.12040904508137693, 0.08709322433579626, 0.5025210084033613]","[7.6647727272727275, 4.696629213483146, 2.9945945945945946, 20.78609625668449]","[902162.1621621621, 755675.6756756756, 689459.4594594594, 672972.972972973]",0.67,5.503834
204,GNRC,Industrials,7086926336,"[4564737000.0, 3737184000.0, 2485200000.0, 2204336000.0]","[399502000.0, 550494000.0, 350576000.0, 253260000.0]","[4.04, 5.55, 8.51, 5.61, 4.09]",7.62,28.205444,14.954068,1.886138613861386,-52671000,[-1],0.0,"[-18.129259144612277, -33.500732102031904, -11.301464670851441, 82.63186301906788]",-130.79591883579198,110.77,"[0.7724544505336051, 0.5970514605375256, 0.7661320311617766, 1.006697133425418]","[0.07728115614352132, 0.11285748844761347, 0.10835553805483858, 0.09500804488479252]",[-1],"[498333.7336244541, 407989.51965065504, 271310.04366812226, 240648.03493449782]",-13.91,2.9314914
205,GD,Industrials,61164363776,"[39407000000.0, 38469000000.0, 37925000000.0, 39350000000.0]","[3390000000.0, 3257000000.0, 3167000000.0, 3484000000.0]","[12.19, 12.31, 11.61, 11.04, 12.09]",14.91,18.37654,15.024145,1.2231337161607876,2175875072,[-1],0.42360002,"[-2.3802877661329207, -1.4141256596220333, 3.7574159525379036, 3.8348178703939007]",28.313525297393547,225.63,"[0.5652735889702715, 0.6516070517544357, 0.8299597726837367, 0.8786919054282979]","[0.06571677813317825, 0.06504503424999501, 0.061725267014890464, 0.07133351077987757]",[-1],"[370018.779342723, 361211.2676056338, 356103.2863849765, 369483.56807511736]",1.65,3.1345415
206,GE,Industrials,123052244992,"[58099000000.0, 74196000000.0, 79619000000.0, 95215000000.0]","[339000000.0, -6520000000.0, 5704000000.0, -4979000000.0]","[9.23, -0.06, -6.16, 4.63, -4.99]",4.36,12.249187,25.93119,0.4723726977248104,5100499968,[-1],0.025999999,"[27.70615673247388, 7.30901935414308, 19.58828922744571, -14.992386460116577]",23.976155506863442,112.36,"[0.7759971509971509, 0.8728603324237162, 2.111442394239424, 3.325088339222615]","[0.0017950659514643819, -0.032784577169464084, 0.02250524754194088, -0.018718045112781957]",[-1],"[337784.88372093026, 431372.0930232558, 462901.16279069765, 553575.5813953489]",1.66,3.945146
207,GIS,Consumer Defensive,43063611392,"[20094200000.0, 18992800000.0, 18127000000.0, 17626600000.0]","[2593900000.0, 2707300000.0, 2339800000.0, 2181200000.0]","[4.31, 4.36, 4.46, 3.81, 3.59]",4.75,17.074245,15.492631,1.1020881670533644,1750599936,[-1],0.50119996,"[-5.4811836251256585, -4.558569563202898, -2.7605229767749764, 13.999295428500108]",24.910223332442758,74.52,"[1.1202246975960803, 1.102253756260434, 1.331728332488596, 1.6801513929391325]","[0.08247248956336223, 0.08707916668006857, 0.07348179599835437, 0.0708027799147588]","[5.614502164502165, 5.269170883612301, 4.131002824858757, 3.848950061761073]","[591005.8823529412, 558611.7647058824, 533147.0588235294, 518429.4117647059]",2.09,4.1310205
