,ticker,activity_domain,market_cap,net_revenue_y1,net_revenue_y2,net_revenue_y3,net_revenue_y4,net_income_y1,net_income_y2,net_income_y3,net_income_y4,earnings_per_share_y0,earnings_per_share_y1,earnings_per_share_y2,earnings_per_share_y3,earnings_per_share_y4,forward_earnings_per_share,price_earnings_ratio,forward_price_earnings_ratio,projected_earnings_growth,free_cash_flow,return_on_equity_y0,return_on_equity_y1,return_on_equity_y2,return_on_equity_y3,return_on_equity_y4,dividend_payout_ratio,price_to_free_cash_flow,stock_price,debt_to_equity_ratio_y1,debt_to_equity_ratio_y2,debt_to_equity_ratio_y3,return_on_assets_y1,return_on_assets_y2,return_on_assets_y3,return_on_assets_y4,return_on_investments_y1,return_on_investments_y2,return_on_investments_y3,return_on_investments_y4,price_to_earnings_growth,price_to_book_ratio
0,A,Healthcare,37113995264,6848000000.0,6319000000.0,5339000000.0,5163000000.0,1254000000.0,1210000000.0,719000000.0,1071000000.0,4.53,4.19,3.98,2.33,3.41,5.98,27.737307,21.011705,4.638345474613686,867124992,0.24781999,0.23709585933068633,0.22453145295973279,0.14754771188179766,0.22556866048862678,0.1916,43.14184315425659,126.65,0.5235394214407261,0.5064019298571163,0.48409603940077983,0.1192468619246862,0.11303129378794956,0.07468577957826945,0.11330935251798561,6.430769230769231,6.54054054054054,4.550632911392405,10.5,2.11,6.41759
1,AA,Basic Materials,5412686336,12451000000.0,12152000000.0,9286000000.0,10433000000.0,-102000000.0,429000000.0,-170000000.0,-1125000000.0,-8.55,-0.68,2.3,-0.91,-6.07,3.16,-1.0,9.601266,-1.1229550877192982,-172000000,-0.22429001,-0.020166073546856466,0.09249676584734799,-0.05171889260724064,-0.2756001959823616,-1.0,-32.91083416372093,31.73,0.3572558323448003,0.37235877533419576,0.7499239428049893,-0.006899817357775824,0.028594281143771244,-0.011437029063509149,-0.07684426229508197,-0.08923884514435695,0.3577981651376147,-0.16175071360608945,-1.0107816711590296,-3.31,1.1181543
2,AAC,Financial Services,766769152,0.0,0.0,-1.0,-1.0,20983590.0,15849072.0,-1.0,-1.0,-0.07,0.17,0.13,-1.0,-1.0,-1.01,-1.0,-10.544554,150.6364857142857,4248913,-1.0,-1.0,0.017017441309928456,-1.0,-1.0,0.0,117.79933244102669,10.65,0.0015750901831272615,,13.212460779919319,-1.0,0.01582421736069386,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,AACG,Consumer Defensive,37271360,206820874.0,202209465.0,162167547.0,97770167.0,-47892909.0,-33649593.0,-92198032.0,-122154398.0,-0.22,-1.52,-1.14,-3.14,-5.04,-0.99,-1.0,-1.1919191,5.417814090909091,-1,-0.33159,-0.3346829645949503,-0.17920730532158083,-0.4646964323651684,-0.40685629730787337,0.0,-1.0,1.28,0.2547125219654238,0.21684754698606096,0.240815427996843,-0.1009409172802038,-0.06634706448939717,-0.16017140944217617,-0.18296058763584763,-1.2603397105263159,-0.8855156052631579,-2.0954098181818184,-2.6714200558710175,-0.06,0.29441118
4,AACI,Financial Services,98175424,0.0,-1.0,-1.0,-1.0,-3622794.0,-1.0,-1.0,-1.0,-0.59,-0.63452,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1209261,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,80.27152575002418,10.53,0.001707970109946412,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,AADI,Healthcare,145400144,15216000.0,1000000.0,14000000.0,-1.0,-60513000.0,-110090000.0,-3478000.0,-1.0,-2.55,-2.69,-12.41,-0.214269,-1.0,-2.92,-1.0,-2.037671,0.7990866666666667,-36746124,-0.51286,-0.38207958176009293,-0.8070759350761697,0.27976190476190477,-1.0,0.0,-3.9502337715945224,5.94,0.010487567717738575,0.004435288770288697,-0.824967824967825,-0.32845193962124875,-0.6971692736368817,-0.1847543160690571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1100745
6,AAIC,Real Estate,126487384,30532000.0,4384000.0,-55101000.0,28757000.0,5426000.0,-9515000.0,-67716000.0,13742000.0,0.11,0.09,-0.38,-2.0,0.31,0.27,40.545456,16.518518,150.16834545454546,-1,-1.0,0.024965491856078034,-0.042453608891387475,-0.2749665001827263,0.04199261721996773,0.0,-1.0,4.48,1.1767277077390264,0.5607535013630665,0.6767125512648718,0.005413451619146818,-0.011848783865231447,-0.05585336059631026,0.0034354020910404054,0.009399886702434511,-0.0176253968724414,-0.06495290348571757,0.41019671054595386,-2.39,0.6813321
7,AAL,Industrials,10159778816,48971000000.0,29882000000.0,17337000000.0,45768000000.0,127000000.0,-1993000000.0,-8885000000.0,1686000000.0,2.56,0.2,-3.09,-18.36,3.8,3.4,6.0742188,4.5735292,1.7865348437500002,1205874944,-1.0,-0.021900327642697018,0.2715258855585831,1.2938692296490462,-14.288135593220339,0.0,8.597462042365812,15.88,-7.533540265563028,-6.287738419618528,-5.973642056210863,0.0019624204215340875,-0.02999608681255832,-0.14328796284350406,0.028102341861821818,-1.0,-1.0,-1.0,-1.0,0.04,-1.0
8,AAMC,Financial Services,18076558,563000.0,0.0,0.0,15762000.0,-10812000.0,-6004000.0,39821000.0,-2613000.0,-7.42,-5.64,40.94,24.38,-1.77,-1.0,-1.0,-1.0,-1.0,-18819124,-0.25547,0.12028034264100568,0.0784549445954422,-0.23905317628978617,0.012566850063483513,0.0,-3.0685016369518587,32.84,-0.5893425297585938,-0.011224649801379888,-0.004052155746857328,-0.09190204595102297,-0.07369041190043694,0.39920001603977867,-0.049072265625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,AAME,Financial Services,37646672,187851000.0,199554000.0,195348000.0,198179000.0,1525000.0,4281000.0,12169000.0,-386000.0,-0.15,0.06,0.19,0.58,-0.04,-1.0,-1.0,-1.0,-1.0,22675750,0.00621,0.014922744219271379,0.030300242062200076,0.08388942506549014,-0.003260300353058432,0.0,1.7424944268657045,1.94,0.34979890990576656,0.2387922370227765,0.23257962222528608,0.004154588845541922,0.010641682782895751,0.030033046469901552,-0.001022175379873208,0.006883974558635664,0.015216031391728394,0.044402685543311685,-0.0015040992549643069,-1.0,0.3639053
10,AAN,Industrials,389758688,2249434000.0,1845504000.0,1734919000.0,1784477000.0,-5280000.0,109934000.0,-265912000.0,28099000.0,-0.44,-0.17,3.33,-7.85,0.83186,1.44,-1.0,8.756944,-19.902145454545455,722118720,-0.00301,-0.007592730535718908,0.1530760297758457,-0.3738263100551787,0.03353979142520539,-1.0,0.5371750852823758,12.55,1.0624272003819373,0.44534828994967735,0.39333497346501245,-0.0028410573683737583,0.07627604916514312,-0.1964687463288453,0.01448154979743147,-1.0,-1.0,-1.0,-1.0,-0.08,0.5477607
11,AAOI,Technology,431804416,222818000.0,211565000.0,234623000.0,190872000.0,-66397000.0,-54162000.0,-58452000.0,-66049000.0,-2.52,-2.38,-2.01,-2.67,-3.31,0.4,-1.0,36.975,-14.672619047619047,18816876,-0.36106,-0.35954405155141606,-0.2127587696900656,-0.2103414648189398,-0.2412361118212963,0.0,23.025298567094772,14.84,0.8123734228624032,0.5603488235063048,0.5574883677413086,-0.16263291064828309,-0.11917906785870673,-0.12157111510903588,-0.1414855673967761,-1.0,-1.0,-1.0,-1.0,-2.14,2.8796728
12,AAON,Industrials,5126880256,888788000.0,534517000.0,514551000.0,469333000.0,100376000.0,58758000.0,79009000.0,53711000.0,2.2,1.89,1.12,1.51,1.03,3.36,42.954544,28.125,12.784090909090908,13456375,0.25876,0.17901461351063108,0.12604414698500546,0.22518347512576062,0.18512097608051287,0.17709999,388.01533459048215,96.24,0.12663140210517304,0.08580560739644336,,0.12332673549550745,0.09037189701313482,0.17596345722125217,0.1446083182562247,-1.0,-1.0,-1.0,-1.0,2.59,7.784826
13,AAP,Consumer Cyclical,4145023232,11154722000.0,10997989000.0,10106321000.0,9709003000.0,501872000.0,616108000.0,493021000.0,486896000.0,6.73,8.32,9.62,7.17,6.87,6.77,10.361071,10.299852,1.5304386329866269,58499000,0.14596,0.18738586429131224,0.19694715101632168,0.13850803143801735,0.13718931745992835,0.6686,72.25859807859963,71.11,1.3634122035738594,1.0778955666208803,0.856151910711356,0.041758351845099906,0.05052463837547806,0.04164156735899651,0.043285319630796036,-1.0,-1.0,-1.0,-1.0,4.33,1.561947
14,AAPL,Technology,2791057915904,394328000000.0,365817000000.0,274515000000.0,260174000000.0,99803000000.0,94680000000.0,57411000000.0,55256000000.0,5.89,6.15,5.67,3.31,2.9925,6.61,30.127335,26.845688,4.557841765704584,90680500224,1.60093,1.9695887275023682,1.5007132667617689,0.8786635853012749,0.6106445053487756,0.156,31.12766878968204,179.46,2.3695334701610355,1.9768426058012363,1.720809929750991,0.2829244092925685,0.26974205275183616,0.1772557180259843,0.16323009842961633,0.8261495799014942,0.7403989771420975,0.5690624163668262,0.5245440996383175,4.65,46.06698
15,AAT,Real Estate,1634860032,422648000.0,375828000.0,344573000.0,366741000.0,55877000.0,36593000.0,35588000.0,60188000.0,0.84,0.72,0.47,0.46,0.84,0.75,25.309525,28.346666,33.746030952380956,67036624,0.054569997,0.04575337866883928,0.029535160020791564,0.02799026617022247,0.04580806854618671,1.5475999,19.862566826157597,21.93,1.3494925343803352,1.331114544086834,1.1064216849844508,0.018701213334801486,0.012125210450749803,0.012631912225460538,0.02157018535063736,-1.0,-1.0,-1.0,-1.0,9.9,1.0627874
16,AAU,Basic Materials,18375554,0.0,0.0,0.0,0.0,-11846560.0,-2668254.0,-3129368.0,-3763075.0,-0.06,-0.09,-0.02,-0.03,-0.03,-0.04,-1.0,-3.2000003,53.33333833333334,-3946494,-0.15135,-0.1696833792788402,-0.0332765818755398,-0.043965732172924356,-0.05486719792841453,0.0,-4.45060526533171,0.128,0.0629506894275336,0.04709350429250115,0.04233767404427645,-0.15178127003117609,-0.03058791646992186,-0.0409341832323243,-0.05080852191666232,-1.0,-1.0,-1.0,-1.0,-1.0,0.25346535
17,AB,Financial Services,3313980416,305504000.0,416326000.0,308404000.0,266292000.0,274165000.0,385842000.0,279380000.0,238563000.0,2.41,2.69,3.88,2.88,2.49,3.11,12.12863,9.398714,3.8998813278008297,-1,0.14155,0.13225499432465848,0.2379355510278585,0.1741600105226608,0.15366000703364427,1.1991,-1.0,29.95,-1.0,-1.0,-1.0,0.1321515299625089,0.23762196969510346,0.17395657498943048,0.1534893686014731,0.1321515299625089,0.23762196969510346,0.1739665404893455,0.15349539281548163,1.05,1.6239791
18,ABBV,Healthcare,268383797248,58054000000.0,56197000000.0,45804000000.0,33266000000.0,11836000000.0,11542000000.0,4616000000.0,7882000000.0,4.25,6.65,6.48,2.73,5.3,11.07,35.79294,13.741644,3.233328,23683999744,0.63017,0.6859858583516866,0.7490913811007269,0.3530131538696849,-0.9645129711209006,1.1893001,11.343035319742318,152.27,3.667033731308682,4.976895119418484,6.581217497705721,0.08527070350491697,0.07876939035958752,0.030657855411284164,0.08844751164226,49.11203319502075,41.667870036101085,15.754266211604095,84.75268817204301,-3.33,20.86694
19,ABC,Healthcare,37506912256,238587006000.0,213988843000.0,189893926000.0,179589121000.0,1698820000.0,1539932000.0,-3408716000.0,855365000.0,7.79,8.15,7.48,-16.65,4.07,12.86,23.804878,14.419908,1.8510793324775352,3313218560,2.3366401,-5.862366452254093,6.894579904546147,4.0597544650300845,0.28576883782806795,0.2333,11.45407614493141,187.63,-19.679599287745354,29.925248708328482,-4.906316546694043,0.03003538716763622,0.02685718436553335,-0.07756272472224644,0.021836144100961963,-1.0,-1.0,-1.0,-1.0,1.86,54.637596
20,ABCB,Financial Services,2901216768,1085421000.0,1017333000.0,1079147000.0,699197000.0,346540000.0,376913000.0,261988000.0,161441000.0,4.69,5.01,5.43,3.78,2.76,4.55,8.916844,9.191208,1.9597458422174838,-1,0.09369001,0.1083818102208044,0.1270585625719083,0.09897215355137419,0.06537179166352848,0.13949999,-1.0,43.15,0.6267773816225684,0.29200111513724647,0.20758660082324426,0.013832117671111087,0.015797968348233726,0.012818270963065152,0.008849680738671872,0.1984860669127266,0.5234735557058594,0.2591167275421059,0.10979975814821516,1.35,0.87746537
21,ABCL,Healthcare,1593778560,485424000.0,375203000.0,233155000.0,11611543.0,158519000.0,153464000.0,118918000.0,-2210696.0,-0.18,0.56,0.56,0.53,-0.010264,-0.56,-1.0,-9.857142,54.7619,-169535120,-0.061389998,0.12853478983229233,0.14961398336604165,0.14318706141301468,-0.2156324283199134,0.0,-9.520089524813502,5.59,0.062171758656003474,0.035499491583092284,0.00734851440323272,0.10287382690843769,0.11638677991064555,0.11826329440218948,-0.0941199430928175,2.1858056865502884,3.050185836662493,6.178521327999169,,-1.18,1.3359149
22,ABCM,Healthcare,5196334592,361700000.0,315400000.0,-1.0,-1.0,-8500000.0,4400000.0,-1.0,-1.0,-0.05,-0.037,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31137500,-0.01229,-1.0,,-1.0,-1.0,0.0,169.46567623476514,22.97,0.3080203604347228,0.3500990702636793,0.46597692001591723,-1.0,,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,7.126654
23,ABEO,Healthcare,76115968,1414000.0,3000000.0,10000000.0,0.0,-39696000.0,-84936000.0,-84234000.0,-76282000.0,-2.21,-5.53,-21.57,-22.75,-37.75,-2.07,-1.0,-1.6666667,0.7541478280542986,-22881250,-2.67174,-1.4833526400358732,-1.6532554744525547,-0.8213864321167029,-0.4275177940929216,0.0,-3.0083720076481835,3.12,0.28500429729830723,0.18254014598540147,0.08513812639564704,-0.6181829507584016,-1.0672228783956976,-0.5571105437902618,-0.34148678049260905,-1.0,-1.0,-1.0,-1.0,-1.0,7.9310346
24,ABEV,Consumer Defensive,44729712640,79708800000.0,72854300000.0,58379000000.0,52599700000.0,14457900000.0,12671000000.0,11379400000.0,11780000000.0,0.19,0.9184,0.83,0.75,0.75,0.19,14.842105,14.842105,78.11634210526316,10596658176,0.16919,0.17641137396346315,0.15332212044577279,0.1541598252943822,0.19223865008649108,0.8492,4.24997787752364,2.86,0.046915647008868216,0.03751678908074489,0.06492259088864684,0.1047992107748657,0.09141970743673454,0.09089224467757112,0.11578203491349273,26.239382940108893,25.438666934350533,20.641030292037005,25.224839400428266,2.44,0.52193224
25,ABG,Consumer Cyclical,4806195712,15433900000.0,9837700000.0,7131800000.0,7210300000.0,997300000.0,532400000.0,254400000.0,184400000.0,39.93,44.78,26.75,13.25,9.65,31.27,5.589532,7.1375117,0.17875060606060605,210987504,0.34162998,0.3435056659663142,0.25166627274875913,0.28094975151849805,0.2853164165248337,0.0,23.40313542929064,229.3,1.2705541969483003,2.1560860316709998,2.612037548315848,0.1243299174707657,0.06652837827705996,0.06920001088050486,0.06333940164187819,4.243829787234042,4.310931174089069,,,-6.02,1.4964832
26,ABIO,Healthcare,29396604,0.0,0.0,0.0,0.0,-9926000.0,-19322000.0,-9738000.0,-5482000.0,-0.44,-0.69,-1.39,-2.07,-4.15,-8.8,-1.0,-0.23181817,0.5268594772727272,-4191875,-0.15043001,-0.23818779545509083,-0.37854358090237644,-0.2093248210485587,-0.7203679369250986,0.0,-7.012757775458477,2.04,0.006718978715235285,0.007503477460180632,0.008791728466713958,-0.23038180341186026,-0.35179520792367636,-0.19310317476055444,-0.6422211808809747,-1.0,-1.0,-1.0,-1.0,-1.0,0.7491737
27,ABL,Financial Services,481458464,25203463.0,22592144.0,27370319.0,-1.0,-52495.0,997415.0,1438209.0,-1.0,-0.0,-0.000829,0.015745,0.022703,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.81168,-0.026102150176740817,0.3662933644755132,0.6901870432614325,-1.0,0.0,-1.0,6.9,0.15041093669899167,0.13496462534819198,0.031487727205542194,-0.016324026404528624,0.18847610835758222,0.3844375664414995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.47557
28,ABM,Industrials,3009643008,7806600000.0,6228600000.0,5987600000.0,6498600000.0,230400000.0,126300000.0,300000.0,127400000.0,2.92,3.44,1.87,0.004484,1.91,3.87,15.582191,11.757106,4.026406164383562,71537504,0.11354,0.13417190775681342,0.0784862043251305,0.0001999600079984003,0.08261997405966277,0.2842,42.366724452673104,45.82,0.8167947822035873,0.6416853094705444,0.5906152102912751,0.04732075006675019,0.02847031242955683,7.943022055124573e-05,0.03450143530303851,15.889655172413793,10.703389830508474,0.02702702702702703,9.1,3.59,1.6879985
29,ABNB,Consumer Cyclical,81838612480,8399000000.0,5991760000.0,3378199000.0,4805239000.0,1893000000.0,-352034000.0,-4584716000.0,-674339000.0,3.02,2.97,-0.57,-16.12,-1.270073,4.18,42.996693,31.064596,10.286290066225167,2829769472,0.44643003,0.3404676258992806,-0.07371339106851689,-1.5799651455673978,0.8349034586503402,0.0,19.418228336134938,133.24,0.4210431654676259,0.5064163194061284,0.7936682377696748,0.11803217358772915,-0.025680028280317707,-0.4369934172419022,-0.08114673207447451,-1.0,-1.0,-1.0,-1.0,1.59,16.196833
30,ABOS,Healthcare,411531008,0.0,0.0,1436000.0,1697000.0,-42856000.0,-100606000.0,-7325000.0,-7907000.0,-1.04,-1.06,-5.02,-0.255656,-0.268255,-1.34,-1.0,-5.3134327,5.109069903846153,-27929000,-0.2477,-0.2270215865448285,-0.4467744012647491,0.39400785326233123,0.6923817863397548,0.0,-10.605507608578897,7.22,0.00055621771950735,,,-0.2180001729514159,-0.4367906916163765,-0.16486979225280785,-1.0798962032231632,-2.706068068447307,-3.181821056959423,,,-0.66,1.7298347
31,ABR,Real Estate,2842415872,619061000.0,590923000.0,434133000.0,349386000.0,325783000.0,339300000.0,170949000.0,128628000.0,1.73,1.72,2.3,1.44,1.3,1.86,9.069364,8.435484,4.876002312138729,-1,0.12560001,0.11092388277001398,0.14031550103758206,0.12715909521999508,0.10858257147922101,0.936,-1.0,16.08,4.596724680592006,4.985977134321593,4.332631394161284,0.019119859545624344,0.02250918727106455,0.02231422952606884,0.020616236801107843,1.3823283561824022,1.474191866527633,1.0067786428579841,0.9856627253848689,0.99,1.2018384
32,ABSI,Healthcare,151705408,5747000.0,4782000.0,4780000.0,2060000.0,-104904000.0,-100960000.0,-14353000.0,-6584000.0,-0.96,-1.15,-2.08,-0.547375,-0.264122,-0.79,-1.0,-2.0759492,2.162447083333334,-1,-1.0,-0.3822837027265373,-0.2757663743113352,0.1604978306570649,0.15996501372725286,0.0,-1.0,1.77,0.08375301551670104,0.05465888387821047,-0.1621416111285056,-0.32679559387928026,-0.2368868710332125,-0.16205444342828754,-0.3381439063222228,-1.0,-1.0,-1.0,-1.0,-0.07,0.55237454
33,ABT,Healthcare,182485417984,43653000000.0,43075000000.0,34608000000.0,31904000000.0,6933000000.0,7071000000.0,4495000000.0,3687000000.0,3.29,3.989538,4.008317,2.537784,2.091911,4.62,31.896658,22.714287,6.904038601823708,5708125184,0.13926,0.18898217303603554,0.19750293279705045,0.13710956564177648,0.11859881626351004,0.6689,32.32280140154683,106.1,0.48290901161205907,0.5308641975308642,0.5993472425573451,0.09313791343131196,0.0940342571413373,0.061958978882946464,0.054310840072473374,9.050913838120104,8.665441176470589,5.475030450669915,4.1755379388448475,-11.48,4.898702
34,ABUS,Healthcare,330606656,39019000.0,10988000.0,6914000.0,6011000.0,-69456000.0,-76247000.0,-63745000.0,-153723000.0,-0.44,-0.46,-0.83,-1.0,-2.89,-0.49,-1.0,-4.0612245,9.23005568181818,-42822624,-0.50676,-0.5075263788618362,-0.44999675399406275,-0.6251593668477727,-2.1132052128010557,0.0,-7.797965393246335,2.01,0.01598076754450063,0.015427380945354965,0.02925484965576761,-0.35542091608287835,-0.37287331589114114,-0.46502042602859645,-1.456606812905671,-1.0,-1.0,-1.0,-1.0,-1.0,2.4659233
35,ABVC,Healthcare,6318413,969783.0,355797.0,483045.0,701719.0,-16423239.0,-12838813.0,-9791164.0,-3641776.0,-3.7,-5.2,-5.1,-5.0,-2.1,-0.44,-1.0,-4.340909,1.1732186486486487,373407,-2.66537,-5.3002383345946615,-1.451754495568743,-2.847642757842447,24.123473145915582,0.0,16.56661739067559,1.87,0.9858987247404863,0.35187936478285614,1.8854868919304082,-1.6664076566578476,-0.9372742057199015,-0.8435782592906428,-0.5256748488086641,-4.462050975806434,-13.764400083623245,-8.22284537093725,-1.0823739626983024,-1.0,3.7524557
36,AC,Financial Services,790328768,15228000.0,20924000.0,18983000.0,31265000.0,-48907000.0,59203000.0,18816000.0,39090000.0,-0.68,-2.22,2.68,0.84,1.74,2.59,-1.0,13.942085,-20.503066176470586,-16009500,0.01944,-0.05493958633828955,0.06329529393400944,0.020874450431500716,0.043562229129078596,0.241,-6.666211624348044,36.5,-1.0,-1.0,-1.0,-0.052719119533464844,0.049199059946681556,0.01601982044110698,0.03838211858690177,-0.10355224405189152,0.10532561221857516,0.034557425824402875,0.06460729869099564,-1.0,0.8721169
37,ACA,Industrials,3795031040,2242800000.0,2036400000.0,1935600000.0,1736900000.0,245800000.0,69600000.0,106600000.0,113300000.0,5.78,5.08,1.44,2.2,2.34,3.33,13.555363,23.528528,4.070679584775086,99237504,0.13254,0.11252517853872918,0.03563200737213946,0.05633653947785646,0.06329962567741215,0.0344,37.70012349363402,77.24,0.2520600622596594,0.34787283059437873,0.13449952436317514,0.07357959647967431,0.021831184718170697,0.04027657082404504,0.04920738327904452,-1.0,-1.0,-1.0,-1.0,6.49,1.6789525
38,ACAB,Financial Services,114934208,0.0,-1.0,-1.0,-1.0,886918.0,-1.0,-1.0,-1.0,0.11,0.02,-1.0,-1.0,-1.0,-1.0,95.545456,-1.0,-1.0,-1,-1.0,-1.0,,-1.0,-1.0,0.0,-1.0,10.53,,4.320980738570259,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
39,ACAC,Financial Services,62639352,0.0,-1.0,-1.0,-1.0,217224.0,-1.0,-1.0,-1.0,0.1,0.045082,-1.0,-1.0,-1.0,-1.0,108.0,-1.0,-1.0,-1,-1.0,0.002499892368046937,-1.0,-1.0,-1.0,0.0,-1.0,10.84,-1.0,-1.0,-1.0,0.002417672246543002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
40,ACAD,Healthcare,4670589440,517235000.0,484145000.0,441755000.0,339076000.0,-215975000.0,-167870000.0,-281584000.0,-235259000.0,-0.9,-1.34,-1.05,-1.79,-1.6,0.59,-1.0,48.677967,-54.08663,-4755500,-0.26681998,-0.5393805895412986,-0.310356557846824,-0.4490908423962017,-0.3365001036995716,0.0,-957.8647935905794,28.01,0.1316016213259809,0.10376524790439531,0.07090807308985995,-0.3674218967969351,-0.239772496793416,-0.3597984196591943,-0.30038828728407024,-1.0,-1.0,-1.0,-1.0,0.17,11.853074
41,ACAH,Financial Services,125831168,0.0,0.0,-1.0,-1.0,17994321.0,-9716757.0,-1.0,-1.0,0.26,0.42,-0.27,-1.0,-1.0,-1.0,39.807693,-1.0,-1.0,501040,-1.0,-1.0,-0.031113515236664963,-1.0,-1.0,0.0,251.13994890627495,10.35,,0.0002001279544493662,1.04375,-1.0,-0.028130555711993122,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
42,ACAQ,Financial Services,123194256,0.0,,-1.0,-1.0,-2246145.0,,-1.0,-1.0,0.02,-0.07,,-1.0,-1.0,-1.0,552.0,-1.0,-1.0,-1,-1.0,-0.2951806912249208,,-1.0,-1.0,0.0,-1.0,11.8094,-1.0,-1.0,-1.0,-0.10197080590869508,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
43,ACAX,Financial Services,35834992,0.0,-1.0,-1.0,-1.0,113541.0,-1.0,-1.0,-1.0,0.12,0.01,-1.0,-1.0,-1.0,-1.0,64.833336,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,7.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
44,ACB,Healthcare,185431216,221339000.0,245252000.0,278906000.0,-1.0,-1717624000.0,-693625000.0,-3310337000.0,-1.0,-5.92,-7.99,-4.1,-33.94,-1.0,-0.05,-1.0,-10.46,1.766891891891892,-53704500,-1.0267,-2.5952136684984204,-0.3403960347450557,-1.5391146388842136,-1.0,0.0,-3.546380187939558,0.5377,0.4071826702103067,0.19607891249938655,0.24699903199079787,-1.5840037773572517,-0.26629429296153806,-1.1891881114849148,-1.0,-1423.0521955260979,-2400.0865051903115,-182.75019322071327,-1.0,-1.0,0.40292758
45,ACBA,Financial Services,43011392,0.0,0.0,-1.0,-1.0,1084218.0,-1002595.0,-1.0,-1.0,0.14,0.16,-1.27,-1.0,-1.0,-1.0,81.071434,-1.0,-1.0,-1,-1.0,-1.0,-0.02287826273298846,-1.0,-1.0,0.0,-1.0,11.35,0.03042269983223424,,,-1.0,-0.021283164253819705,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
46,ACCD,Healthcare,1043707840,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.07,-1.0,-1.0,-1.0,-1.0,-1.41,-1.0,-9.787234,4.728132367149759,27944124,-0.31403,-1.0,-1.0,-1.0,-1.0,0.0,38.242960487865,14.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.69,2.2870402
47,ACCO,Industrials,518248992,1947600000.0,2025300000.0,1655200000.0,1955700000.0,-13200000.0,101900000.0,62000000.0,106800000.0,-0.15,-0.14,1.07,0.65,1.07,1.34,-1.0,4.074627,-27.164180000000005,151562496,-0.03194,-0.016294284656215283,0.11783071230342276,0.08347919752255285,0.13803799922450563,-1.0,3.4506879195233098,5.51,1.34909270460437,1.2841119333950046,1.6563888514878147,-0.004723226106558844,0.03296347814835183,0.020336536884573753,0.0382987879222549,-1.0,-1.0,-1.0,-1.0,0.5,0.624
48,ACDC,Energy,1648798848,2425600000.0,768353000.0,547700000.0,-1.0,91500000.0,-42420000.0,-2200000.0,-1.0,2.08,2.06,0.0,0.0,-1.0,2.71,4.985577,3.8265681,1.8396962019230767,362051008,0.37763,-0.07726082918179515,-0.28843211782064443,-0.012442594394045653,-1.0,0.0,4.804370251829266,10.94,-0.8801823862197078,2.050479020337116,1.5593568309843224,0.031190346332151623,-0.06383074770152128,-0.0038109954146796077,-1.0,1.5614334470989761,-9.995287464655984,-1.746031746031746,-1.0,-1.76,1.292534
49,ACEL,Consumer Cyclical,948636288,969797000.0,734707000.0,316352000.0,424385000.0,74102000.0,31559000.0,-12984000.0,-5864000.0,0.75,0.82,0.34,-0.004937,-0.59,0.83,14.706666,13.289157,17.718875999999998,33633500,0.30343,0.4149280474830618,0.19915941461937006,-0.101529511119452,-0.06856474714995615,0.0,28.895526043974016,11.3,3.0350635533904473,2.155243245972195,2.659761971786932,0.08588857504152328,0.051226072234946185,-0.02317574044027481,-0.011513458219537144,-1.0,-1.0,-1.0,-1.0,2.97,5.002268
50,ACER,Healthcare,18375000,0.0,1260000.0,0.0,0.0,-26237315.0,-15373993.0,-22885449.0,-29417969.0,-1.78,-1.66,-1.08,-2.06,-2.91,0.12,-1.0,6.25,-3.5112359550561796,-27714770,-1.0,1.565353452888301,8.919673010927678,-2.7826507289222446,-1.601386116602458,0.0,-0.8177047834061044,0.925,-0.7078432352866775,-0.22849608814084432,0.044296717521443076,-2.2571236140797675,-0.42402884346231984,-1.5660283016853789,-1.370476062740831,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
